"Date","oxygen","temperature","POSEairTdaily","POSEQdaily"
2016-10-11,10.1158009708738,10.8367083333333,8.45461666666667,15561.49
2016-10-12,10.3288715277778,11.5386458333333,10.87683125,14594.63
2016-10-13,9.92402430555556,12.6672553191489,13.23659375,14117.61
2016-10-14,10.2488958333333,11.7625416666667,9.40038541666667,13590.28
2016-10-15,10.32440625,11.4730625,11.2577145833333,13295.82
2016-10-16,9.80838541666667,13.0402291666667,14.62965625,13177.32
2016-10-17,9.25090277777778,14.9204166666667,17.2778375,13321.55
2016-10-18,8.93659375,15.736125,17.8770958333333,13224.19
2016-10-19,8.61590625,16.7912083333333,19.5525791666667,13055.37
2016-10-20,8.21630555555556,17.8569166666667,20.4740166666667,23497.79
2016-10-21,8.18796527777778,17.5325777777778,17.49083125,20035.84
2016-10-22,9.25312609457093,NA,10.2002291666667,20694.31
2016-10-23,10.0403888888889,NA,10.2024375,19691.56
2016-10-24,9.52375,NA,14.12053125,18656.73
2016-10-25,10.0273819444444,NA,9.25342708333333,17639.99
2016-10-26,10.6143402777778,NA,6.67704791666667,18210.44
2016-10-27,10.4133333333333,NA,9.11343125,18940.02
2016-10-28,10.1195208333333,NA,10.65225,19654.11
2016-10-29,10.1849861111111,NA,11.36515,19020.72
2016-10-30,8.90828233657858,NA,18.82120625,18716.55
2016-10-31,9.34593525179856,NA,11.6962208333333,18973.95
2016-11-01,10.0005277777778,10.7787916666667,10.3166875,18709.07
2016-11-02,9.56637374088225,12.1182978723404,14.3360520833333,18649.26
2016-11-03,8.97883680555556,13.962875,17.5111854166667,18443.81
2016-11-04,9.20989236111111,13.0689583333333,11.7772604166667,20179.73
2016-11-05,10.2229479166667,9.88795833333333,7.656175,18684.22
2016-11-06,10.31475,9.65429166666667,9.49098958333333,18852.39
2016-11-07,10.469492074928,9.00644444444444,7.08255531914894,17755.77
2016-11-08,10.6790833333333,8.37429166666667,8.45294166666667,18786.3
2016-11-09,9.855625,10.591875,11.0827395833333,20993.89
2016-11-10,10.4618361679972,8.99072916666667,7.65603333333333,20613.25
2016-11-11,10.4346875,8.67247916666667,10.6797666666667,19411.26
2016-11-12,11.0337847222222,7.0660625,4.23390416666667,18818.58
2016-11-13,11.6334965277778,5.49127083333333,3.91881875,19234.68
2016-11-14,11.4793888888889,5.890125,5.00899583333333,19446.75
2016-11-15,10.8009826388889,7.9060625,7.54267083333333,28054.72
2016-11-16,10.8624270833333,7.507875,7.47782083333333,20840.76
2016-11-17,10.7484965277778,7.83254166666667,7.12074375,19316.31
2016-11-18,10.8645590277778,7.60552083333333,8.62276458333333,18919.5
2016-11-19,10.4566805555556,8.5294375,9.35634375,19209.89
2016-11-20,11.3298715277778,5.64610416666667,2.7566875,19568.6
2016-11-21,12.2488194444444,3.265,0.759885416666667,20038.23
2016-11-22,12.7069305555556,2.45491666666667,0.318575,19946.15
2016-11-23,12.7544027777778,2.58072916666667,1.11989583333333,19945.13
2016-11-24,11.7531145833333,5.02722916666667,7.54319583333333,20318.86
2016-11-25,11.0328715277778,6.96616666666667,8.99036666666667,19971.95
2016-11-26,10.9805381944444,7.0349375,5.96435416666667,19586.42
2016-11-27,11.7910208333333,5.00285416666667,3.1867125,19546.74
2016-11-28,12.0890277777778,4.341125,3.19985625,19949.65
2016-11-29,11.2214548611111,6.61595833333333,9.17771875,22167.99
2016-11-30,10.6233194444444,8.55429166666667,10.1413229166667,49652.17
2016-12-01,10.8579895833333,8.91927083333333,8.72086666666667,102346.63
2016-12-02,11.4615520833333,7.11125,5.83185833333333,24801.21
2016-12-03,11.9463506944444,5.82227083333333,4.52428125,19787.31
2016-12-04,12.5051736111111,4.43325,1.53131458333333,17862.16
2016-12-05,12.1010798611111,5.33410416666667,4.86086041666667,18757.31
2016-12-06,12.0640444753301,5.4748125,2.75401875,81926.36
2016-12-07,11.8504722222222,NA,3.70654791666667,70960.4
2016-12-08,12.32603125,4.917125,1.72783958333333,30097.2
2016-12-09,13.2971631944444,2.52179166666667,-1.49316875,22505.84
2016-12-10,13.836625,1.41879166666667,-2.51105625,20142.73
2016-12-11,14.1762881944444,0.680479166666667,-3.15013333333333,18630.15
2016-12-12,13.1750138888889,2.59391666666667,3.39740208333333,20351.63
2016-12-13,13.0298229166667,3.164125,1.61511458333333,18209.33
2016-12-14,13.0289861111111,3.02666666666667,1.38271041666667,17274.81
